name,type,hp,attack,defense,speed,image_url
taillow,"normal, flying",40,55,30,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/276.png
swellow,"normal, flying",60,85,60,125,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/277.png
wingull,"water, flying",40,30,30,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/278.png
pelipper,"water, flying",60,50,100,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/279.png
ralts,"psychic, fairy",28,25,25,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/280.png
kirlia,"psychic, fairy",38,35,35,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/281.png
gardevoir,"psychic, fairy",68,65,65,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/282.png
surskit,"bug, water",40,30,32,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/283.png
masquerain,"bug, flying",70,60,62,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/284.png
shroomish,grass,60,40,60,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/285.png
breloom,"grass, fighting",60,130,80,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/286.png
slakoth,normal,60,60,60,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/287.png
vigoroth,normal,80,80,80,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/288.png
slaking,normal,150,160,100,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/289.png
nincada,"bug, ground",31,45,90,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/290.png
ninjask,"bug, flying",61,90,45,160,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/291.png
shedinja,"bug, ghost",1,90,45,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/292.png
whismur,normal,64,51,23,28,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/293.png
loudred,normal,84,71,43,48,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/294.png
exploud,normal,104,91,63,68,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/295.png
makuhita,fighting,72,60,30,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/296.png
hariyama,fighting,144,120,60,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/297.png
azurill,"normal, fairy",50,20,40,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/298.png
nosepass,rock,30,45,135,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/299.png
skitty,normal,50,45,45,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/300.png
delcatty,normal,70,65,65,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/301.png
sableye,"dark, ghost",50,75,75,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png
mawile,"steel, fairy",50,85,85,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png
aron,"steel, rock",50,70,100,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/304.png
lairon,"steel, rock",60,90,140,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/305.png
aggron,"steel, rock",70,110,180,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png
meditite,"fighting, psychic",30,40,55,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/307.png
medicham,"fighting, psychic",60,60,75,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png
electrike,electric,40,45,40,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/309.png
manectric,electric,70,75,60,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png
plusle,electric,60,50,40,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/311.png
minun,electric,60,40,50,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/312.png
volbeat,bug,65,73,75,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/313.png
illumise,bug,65,47,75,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/314.png
roselia,"grass, poison",50,60,45,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/315.png
gulpin,poison,70,43,53,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/316.png
swalot,poison,100,73,83,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/317.png
carvanha,"water, dark",45,90,20,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/318.png
sharpedo,"water, dark",70,120,40,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png
wailmer,water,130,70,35,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/320.png
wailord,water,170,90,45,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/321.png
numel,"fire, ground",60,60,40,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/322.png
camerupt,"fire, ground",70,100,70,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png
torkoal,fire,70,85,140,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/324.png
spoink,psychic,60,25,35,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/325.png
grumpig,psychic,80,45,65,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/326.png
spinda,normal,60,60,60,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/327.png
trapinch,ground,45,100,45,10,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/328.png
vibrava,"ground, dragon",50,70,50,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/329.png
flygon,"ground, dragon",80,100,80,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/330.png
cacnea,grass,50,85,40,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/331.png
cacturne,"grass, dark",70,115,60,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/332.png
swablu,"normal, flying",45,40,60,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/333.png
altaria,"dragon, flying",75,70,90,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png
zangoose,normal,73,115,60,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/335.png
seviper,poison,73,100,60,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/336.png
lunatone,"rock, psychic",90,55,65,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/337.png
solrock,"rock, psychic",90,95,85,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/338.png
barboach,"water, ground",50,48,43,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/339.png
whiscash,"water, ground",110,78,73,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/340.png
corphish,water,43,80,65,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/341.png
crawdaunt,"water, dark",63,120,85,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/342.png
baltoy,"ground, psychic",40,40,55,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/343.png
claydol,"ground, psychic",60,70,105,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/344.png
lileep,"rock, grass",66,41,77,23,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/345.png
cradily,"rock, grass",86,81,97,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/346.png
anorith,"rock, bug",45,95,50,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/347.png
armaldo,"rock, bug",75,125,100,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/348.png
feebas,water,20,15,20,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/349.png
milotic,water,95,60,79,81,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/350.png
castform,normal,70,70,70,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png
kecleon,normal,60,90,70,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/352.png
shuppet,ghost,44,75,35,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/353.png
banette,ghost,64,115,65,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png
duskull,ghost,20,40,90,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/355.png
dusclops,ghost,40,70,130,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/356.png
tropius,"grass, flying",99,68,83,51,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/357.png
chimecho,psychic,75,50,80,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/358.png
absol,dark,65,130,60,75,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png
wynaut,psychic,95,23,48,23,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/360.png
snorunt,ice,50,50,50,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/361.png
glalie,ice,80,80,80,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png
spheal,"ice, water",70,40,50,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/363.png
sealeo,"ice, water",90,60,70,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/364.png
walrein,"ice, water",110,80,90,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/365.png
clamperl,water,35,64,85,32,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/366.png
huntail,water,55,104,105,52,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/367.png
gorebyss,water,55,84,105,52,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/368.png
relicanth,"water, rock",100,90,130,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/369.png
luvdisc,water,43,30,55,97,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/370.png
bagon,dragon,45,75,60,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/371.png
shelgon,dragon,65,95,100,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/372.png
salamence,"dragon, flying",95,135,80,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png
beldum,"steel, psychic",40,55,80,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/374.png
metang,"steel, psychic",60,75,100,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/375.png
metagross,"steel, psychic",80,135,130,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png
regirock,rock,80,100,200,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/377.png
regice,ice,80,50,100,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/378.png
registeel,steel,80,75,150,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/379.png
latias,"dragon, psychic",80,80,90,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png
latios,"dragon, psychic",80,90,80,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png
kyogre,water,100,100,90,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png
groudon,ground,100,150,140,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png
rayquaza,"dragon, flying",105,150,90,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png
jirachi,"steel, psychic",100,100,100,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/385.png
deoxys-normal,psychic,50,150,50,150,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png
turtwig,grass,55,68,64,31,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/387.png
grotle,grass,75,89,85,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/388.png
torterra,"grass, ground",95,109,105,56,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/389.png
chimchar,fire,44,58,44,61,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/390.png
monferno,"fire, fighting",64,78,52,81,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/391.png
infernape,"fire, fighting",76,104,71,108,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/392.png
piplup,water,53,51,53,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/393.png
prinplup,water,64,66,68,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/394.png
empoleon,"water, steel",84,86,88,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/395.png
starly,"normal, flying",40,55,30,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/396.png
staravia,"normal, flying",55,75,50,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/397.png
staraptor,"normal, flying",85,120,70,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/398.png
bidoof,normal,59,45,40,31,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/399.png
bibarel,"normal, water",79,85,60,71,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/400.png
kricketot,bug,37,25,41,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/401.png
kricketune,bug,77,85,51,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/402.png
shinx,electric,45,65,34,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/403.png
luxio,electric,60,85,49,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/404.png
luxray,electric,80,120,79,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/405.png
budew,"grass, poison",40,30,35,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/406.png
roserade,"grass, poison",60,70,65,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/407.png
cranidos,rock,67,125,40,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/408.png
rampardos,rock,97,165,60,58,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/409.png
shieldon,"rock, steel",30,42,118,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/410.png
bastiodon,"rock, steel",60,52,168,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/411.png
burmy,bug,40,29,45,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png
wormadam-plant,"bug, grass",60,59,85,36,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png
mothim,"bug, flying",70,94,50,66,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/414.png
combee,"bug, flying",30,30,42,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/415.png
vespiquen,"bug, flying",70,80,102,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/416.png
pachirisu,electric,60,45,70,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/417.png
buizel,water,55,65,35,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/418.png
floatzel,water,85,105,55,115,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/419.png
cherubi,grass,45,35,45,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/420.png
cherrim,grass,70,60,70,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png
shellos,water,76,48,48,34,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png
gastrodon,"water, ground",111,83,68,39,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/423.png
ambipom,normal,75,100,66,115,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/424.png
drifloon,"ghost, flying",90,50,34,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/425.png
drifblim,"ghost, flying",150,80,44,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/426.png
buneary,normal,55,66,44,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/427.png
lopunny,normal,65,76,84,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/428.png
mismagius,ghost,60,60,60,105,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/429.png
honchkrow,"dark, flying",100,125,52,71,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/430.png
glameow,normal,49,55,42,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/431.png
purugly,normal,71,82,64,112,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/432.png
chingling,psychic,45,30,50,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/433.png
stunky,"poison, dark",63,63,47,74,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/434.png
skuntank,"poison, dark",103,93,67,84,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/435.png
bronzor,"steel, psychic",57,24,86,23,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/436.png
bronzong,"steel, psychic",67,89,116,33,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/437.png
bonsly,rock,50,80,95,10,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/438.png
mime-jr,"psychic, fairy",20,25,45,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/439.png
happiny,normal,100,5,5,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/440.png
chatot,"normal, flying",76,65,45,91,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/441.png
spiritomb,"ghost, dark",50,92,108,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/442.png
gible,"dragon, ground",58,70,45,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/443.png
gabite,"dragon, ground",68,90,65,82,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/444.png
garchomp,"dragon, ground",108,130,95,102,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/445.png
munchlax,normal,135,85,40,5,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/446.png
riolu,fighting,40,70,40,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/447.png
lucario,"fighting, steel",70,110,70,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/448.png
hippopotas,ground,68,72,78,32,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/449.png
hippowdon,ground,108,112,118,47,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/450.png
skorupi,"poison, bug",40,50,90,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/451.png
drapion,"poison, dark",70,90,110,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/452.png
croagunk,"poison, fighting",48,61,40,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/453.png
toxicroak,"poison, fighting",83,106,65,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/454.png
carnivine,grass,74,100,72,46,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/455.png
finneon,water,49,49,56,66,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/456.png
lumineon,water,69,69,76,91,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/457.png
mantyke,"water, flying",45,20,50,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/458.png
snover,"grass, ice",60,62,50,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/459.png
abomasnow,"grass, ice",90,92,75,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/460.png
weavile,"dark, ice",70,120,65,125,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/461.png
magnezone,"electric, steel",70,70,115,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/462.png
lickilicky,normal,110,85,95,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/463.png
rhyperior,"ground, rock",115,140,130,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/464.png
tangrowth,grass,100,100,125,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/465.png
electivire,electric,75,123,67,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/466.png
magmortar,fire,75,95,67,83,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/467.png
togekiss,"fairy, flying",85,50,95,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/468.png
yanmega,"bug, flying",86,76,86,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/469.png
leafeon,grass,65,110,130,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/470.png
glaceon,ice,65,60,110,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/471.png
gliscor,"ground, flying",75,95,125,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/472.png
mamoswine,"ice, ground",110,130,80,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/473.png
porygon-z,normal,85,80,70,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/474.png
gallade,"psychic, fighting",68,125,65,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/475.png
probopass,"rock, steel",60,55,145,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/476.png
dusknoir,ghost,45,100,135,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/477.png
froslass,"ice, ghost",70,80,70,110,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/478.png
rotom,"electric, ghost",50,50,77,91,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/479.png
uxie,psychic,75,75,130,95,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/480.png
mesprit,psychic,80,105,105,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/481.png
azelf,psychic,75,125,70,115,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/482.png
dialga,"steel, dragon",100,120,120,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/483.png
palkia,"water, dragon",90,120,100,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/484.png
heatran,"fire, steel",91,90,106,77,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/485.png
regigigas,normal,110,160,110,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/486.png
giratina-altered,"ghost, dragon",150,100,120,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/487.png
cresselia,psychic,120,70,110,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/488.png
phione,water,80,80,80,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/489.png
manaphy,water,100,100,100,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/490.png
darkrai,dark,70,90,90,125,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/491.png
shaymin-land,grass,100,100,100,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/492.png
arceus,normal,120,120,120,120,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/493.png
victini,"psychic, fire",100,100,100,100,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/494.png
snivy,grass,45,45,55,63,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/495.png
servine,grass,60,60,75,83,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/496.png
serperior,grass,75,75,95,113,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/497.png
tepig,fire,65,63,45,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/498.png
pignite,"fire, fighting",90,93,55,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/499.png
emboar,"fire, fighting",110,123,65,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/500.png
oshawott,water,55,55,45,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/501.png
dewott,water,75,75,60,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/502.png
samurott,water,95,100,85,70,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/503.png
patrat,normal,45,55,39,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/504.png
watchog,normal,60,85,69,77,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/505.png
lillipup,normal,45,60,45,55,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/506.png
herdier,normal,65,80,65,60,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/507.png
stoutland,normal,85,110,90,80,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/508.png
purrloin,dark,41,50,37,66,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/509.png
liepard,dark,64,88,50,106,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/510.png
pansage,grass,50,53,48,64,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/511.png
simisage,grass,75,98,63,101,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/512.png
pansear,fire,50,53,48,64,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/513.png
simisear,fire,75,98,63,101,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/514.png
panpour,water,50,53,48,64,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/515.png
simipour,water,75,98,63,101,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/516.png
munna,psychic,76,25,45,24,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/517.png
musharna,psychic,116,55,85,29,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/518.png
pidove,"normal, flying",50,55,50,43,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/519.png
tranquill,"normal, flying",62,77,62,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/520.png
unfezant,"normal, flying",80,115,80,93,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/521.png
blitzle,electric,45,60,32,76,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/522.png
zebstrika,electric,75,100,63,116,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/523.png
roggenrola,rock,55,75,85,15,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/524.png
boldore,rock,70,105,105,20,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/525.png
gigalith,rock,85,135,130,25,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/526.png
woobat,"psychic, flying",65,45,43,72,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/527.png
swoobat,"psychic, flying",67,57,55,114,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/528.png
drilbur,ground,60,85,40,68,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/529.png
excadrill,"ground, steel",110,135,60,88,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/530.png
audino,normal,103,60,86,50,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/531.png
timburr,fighting,75,80,55,35,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/532.png
gurdurr,fighting,85,105,85,40,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/533.png
conkeldurr,fighting,105,140,95,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/534.png
tympole,water,50,50,40,64,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/535.png
palpitoad,"water, ground",75,65,55,69,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/536.png
seismitoad,"water, ground",105,95,75,74,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/537.png
throh,fighting,120,100,85,45,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/538.png
sawk,fighting,75,125,75,85,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/539.png
sewaddle,"bug, grass",45,53,70,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/540.png
swadloon,"bug, grass",55,63,90,42,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/541.png
leavanny,"bug, grass",75,103,80,92,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/542.png
venipede,"bug, poison",30,45,59,57,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/543.png
whirlipede,"bug, poison",40,55,99,47,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/544.png
scolipede,"bug, poison",60,100,89,112,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/545.png
cottonee,"grass, fairy",40,27,60,66,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/546.png
whimsicott,"grass, fairy",60,67,85,116,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/547.png
petilil,grass,45,35,50,30,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/548.png
lilligant,grass,70,60,75,90,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/549.png
basculin-red-striped,water,70,92,65,98,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/550.png
sandile,"ground, dark",50,72,35,65,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/551.png
